policy_id,customer_id,policy_type,premium_amount,start_date,end_date,status,channel
P01532,C0949,Travel,1150000,2022-02-26,2023-02-26,Active,Digital
P01533,C0840,Property,9300000,2022-07-08,2023-07-08,Active,Direct
P01534,C0450,Motor,4400000,2023-11-29,2024-11-28,Expired,Agency
P01535,C0190,Property,5600000,2022-01-23,2023-01-23,Active,Bancassurance
P01536,C0560,Life,6600000,2023-12-18,2024-12-17,Active,Broker
P01537,C0103,Property,7200000,2023-11-15,2024-11-14,Expired,Broker
P01538,C0396,Motor,3850000,2023-02-05,2024-02-05,Active,Broker
P01539,C0029,Property,12950000,2022-06-01,2023-06-01,Active,Broker
P01540,C0595,Health,5400000,2022-01-12,2023-01-12,Active,Agency
P01541,C0986,Travel,1150000,2022-12-30,2023-12-30,Active,Broker
P01542,C0367,Property,7050000,2022-06-12,2023-06-12,Expired,Direct
P01543,C0538,Life,5450000,2023-12-25,2024-12-24,Lapsed,Direct
P01544,C0361,Health,3050000,2022-06-05,2023-06-05,Expired,Digital
P01545,C0144,Property,11850000,2024-03-16,2025-03-16,Active,Digital
P01546,C0661,Property,4750000,2024-05-09,2025-05-09,Lapsed,Broker
P01547,C0590,Property,10650000,2022-07-04,2023-07-04,Expired,Direct
P01548,C0603,Motor,1950000,2022-11-28,2023-11-28,Expired,Digital
P01549,C0070,Travel,1450000,2023-02-18,2024-02-18,Active,Agency
P01550,C0109,Life,4600000,2023-11-13,2024-11-12,Lapsed,Broker
P01551,C0828,Motor,4150000,2024-03-01,2025-03-01,Active,Agency
P01552,C0774,Life,8100000,2023-01-29,2024-01-29,Lapsed,Agency
P01553,C0039,Health,5650000,2022-04-28,2023-04-28,Active,Broker
P01554,C0031,Motor,3600000,2024-05-10,2025-05-10,Active,Digital
P01555,C0137,Health,6200000,2023-01-22,2024-01-22,Expired,Direct
P01556,C0449,Life,4350000,2023-05-18,2024-05-17,Active,Bancassurance
P01557,C0834,Life,8200000,2023-03-21,2024-03-20,Expired,Bancassurance
P01558,C0983,Health,5500000,2023-10-07,2024-10-06,Active,Bancassurance
P01559,C0369,Health,6850000,2022-01-06,2023-01-06,Lapsed,Direct
P01560,C0190,Travel,1800000,2022-12-15,2023-12-15,Expired,Broker
P01561,C0848,Life,8850000,2023-08-08,2024-08-07,Lapsed,Direct
P01562,C0874,Motor,2750000,2023-07-27,2024-07-26,Active,Agency
P01563,C0895,Property,8700000,2023-01-21,2024-01-21,Active,Direct
P01564,C0306,Health,2750000,2023-06-14,2024-06-13,Active,Agency
P01565,C0554,Property,6550000,2023-09-08,2024-09-07,Active,Agency
P01566,C0945,Life,8750000,2022-10-24,2023-10-24,Active,Broker
P01567,C0162,Motor,1750000,2024-06-11,2025-06-11,Active,Agency
P01568,C0531,Travel,1350000,2024-05-23,2025-05-23,Expired,Direct
P01569,C0560,Motor,2900000,2022-02-28,2023-02-28,Active,Direct
P01570,C0669,Property,14300000,2022-09-27,2023-09-27,Active,Agency
P01571,C0343,Motor,2950000,2022-07-25,2023-07-25,Active,Bancassurance
P01572,C0338,Life,6850000,2024-01-22,2025-01-21,Active,Bancassurance
P01573,C0927,Property,4800000,2023-08-01,2024-07-31,Expired,Agency
P01574,C0613,Motor,4950000,2023-03-03,2024-03-02,Expired,Agency
P01575,C0278,Travel,1200000,2022-05-13,2023-05-13,Active,Agency
P01576,C0666,Health,5000000,2022-08-19,2023-08-19,Active,Broker
P01577,C0898,Property,7350000,2024-05-20,2025-05-20,Active,Agency
P01578,C0831,Health,2150000,2024-03-11,2025-03-11,Active,Direct
P01579,C0701,Travel,1800000,2023-11-30,2024-11-29,Active,Direct
P01580,C0387,Property,4550000,2024-02-24,2025-02-23,Active,Broker
P01581,C0449,Property,10050000,2022-04-29,2023-04-29,Active,Direct
P01582,C0448,Motor,2750000,2022-12-18,2023-12-18,Active,Bancassurance
P01583,C0233,Life,3650000,2022-01-11,2023-01-11,Lapsed,Direct
P01584,C0016,Travel,550000,2024-04-01,2025-04-01,Active,Agency
P01585,C0185,Health,2350000,2023-03-26,2024-03-25,Active,Agency
P01586,C0912,Motor,2700000,2023-11-02,2024-11-01,Active,Digital
P01587,C0674,Life,7250000,2023-05-06,2024-05-05,Active,Agency
P01588,C0211,Health,3500000,2023-07-11,2024-07-10,Lapsed,Digital
P01589,C0965,Life,6100000,2022-11-06,2023-11-06,Active,Direct
P01590,C0540,Motor,4550000,2022-09-08,2023-09-08,Active,Digital
P01591,C0355,Travel,1250000,2022-02-25,2023-02-25,Lapsed,Direct
P01592,C0934,Property,7100000,2022-07-28,2023-07-28,Active,Direct
P01593,C0216,Life,5150000,2023-07-21,2024-07-20,Active,Digital
P01594,C0716,Life,3250000,2022-08-29,2023-08-29,Lapsed,Broker
P01595,C0035,Health,2150000,2024-05-06,2025-05-06,Active,Digital
P01596,C0989,Travel,1100000,2024-04-27,2025-04-27,Active,Agency
P01597,C0508,Motor,4500000,2023-01-29,2024-01-29,Active,Broker
P01598,C0211,Property,8900000,2022-08-18,2023-08-18,Lapsed,Bancassurance
P01599,C0313,Property,9850000,2023-11-08,2024-11-07,Active,Direct
P01600,C0773,Motor,4800000,2023-09-16,2024-09-15,Active,Digital
P01601,C0350,Travel,800000,2022-01-29,2023-01-29,Expired,Broker
P01602,C0771,Property,12600000,2024-01-24,2025-01-23,Active,Agency
P01603,C0955,Travel,1100000,2024-01-09,2025-01-08,Active,Direct
P01604,C0582,Property,8650000,2024-01-07,2025-01-06,Expired,Digital
P01605,C0764,Life,9700000,2023-04-24,2024-04-23,Active,Bancassurance
P01606,C0974,Health,3700000,2023-11-30,2024-11-29,Active,Agency
P01607,C0346,Life,8400000,2022-10-30,2023-10-30,Expired,Broker
P01608,C0276,Health,5700000,2023-01-06,2024-01-06,Active,Direct
P01609,C0677,Health,2750000,2023-08-06,2024-08-05,Active,Digital
P01610,C0451,Life,6100000,2022-01-18,2023-01-18,Active,Broker
P01611,C0654,Health,7800000,2023-05-07,2024-05-06,Expired,Bancassurance
P01612,C0284,Property,4650000,2022-03-23,2023-03-23,Expired,Direct
P01613,C0185,Motor,4850000,2023-03-28,2024-03-27,Active,Digital
P01614,C0233,Motor,4550000,2022-05-11,2023-05-11,Active,Bancassurance
P01615,C0118,Travel,1500000,2022-08-27,2023-08-27,Active,Bancassurance
P01616,C0325,Travel,1800000,2023-08-17,2024-08-16,Active,Direct
P01617,C0266,Life,3450000,2024-01-02,2025-01-01,Active,Agency
P01618,C0615,Motor,3400000,2022-02-15,2023-02-15,Active,Digital
P01619,C0116,Health,2450000,2023-03-31,2024-03-30,Expired,Agency
P01620,C0381,Life,4450000,2023-08-08,2024-08-07,Lapsed,Agency
P01621,C0026,Property,13650000,2022-05-27,2023-05-27,Active,Direct
P01622,C0919,Motor,2650000,2023-02-22,2024-02-22,Active,Broker
P01623,C0378,Motor,3700000,2022-06-14,2023-06-14,Active,Digital
P01624,C0109,Life,9400000,2022-01-27,2023-01-27,Expired,Bancassurance
P01625,C0760,Motor,3300000,2024-03-10,2025-03-10,Expired,Direct
P01626,C0851,Motor,4800000,2023-01-23,2024-01-23,Expired,Agency
P01627,C0081,Life,5650000,2023-10-27,2024-10-26,Active,Bancassurance
P01628,C0646,Travel,1250000,2023-08-12,2024-08-11,Expired,Broker
P01629,C0900,Travel,1600000,2024-05-17,2025-05-17,Expired,Agency
P01630,C0533,Travel,1200000,2023-06-22,2024-06-21,Lapsed,Digital
P01631,C0301,Motor,2200000,2023-08-13,2024-08-12,Active,Digital
P01632,C0237,Life,8600000,2023-01-06,2024-01-06,Lapsed,Digital
P01633,C0751,Health,6150000,2023-04-01,2024-03-31,Lapsed,Digital
P01634,C0079,Health,4100000,2023-06-02,2024-06-01,Active,Broker
P01635,C0429,Travel,850000,2024-03-16,2025-03-16,Active,Direct
P01636,C0796,Life,9500000,2022-09-08,2023-09-08,Lapsed,Direct
P01637,C0294,Life,7250000,2024-03-25,2025-03-25,Active,Digital
P01638,C0518,Health,2500000,2023-03-08,2024-03-07,Active,Direct
P01639,C0203,Property,10950000,2024-03-02,2025-03-02,Active,Broker
P01640,C0270,Health,3000000,2023-03-05,2024-03-04,Expired,Broker
P01641,C0854,Health,2750000,2022-02-04,2023-02-04,Lapsed,Agency
P01642,C0528,Life,9950000,2022-05-16,2023-05-16,Expired,Broker
P01643,C0714,Property,7900000,2023-02-16,2024-02-16,Expired,Bancassurance
P01644,C0920,Motor,1900000,2024-04-24,2025-04-24,Active,Direct
P01645,C0047,Travel,1400000,2024-01-10,2025-01-09,Active,Digital
P01646,C0461,Property,14000000,2023-10-08,2024-10-07,Lapsed,Digital
P01647,C0188,Property,11700000,2024-01-22,2025-01-21,Expired,Direct
P01648,C0608,Health,2900000,2022-01-08,2023-01-08,Expired,Digital
P01649,C0181,Property,8150000,2023-03-26,2024-03-25,Expired,Direct
P01650,C0238,Motor,4800000,2022-04-10,2023-04-10,Active,Broker
P01651,C0919,Motor,1650000,2023-06-15,2024-06-14,Expired,Direct
P01652,C0293,Travel,1750000,2023-03-13,2024-03-12,Active,Broker
P01653,C0043,Motor,4150000,2022-05-27,2023-05-27,Active,Broker
P01654,C0631,Travel,900000,2024-06-19,2025-06-19,Active,Agency
P01655,C0295,Motor,2500000,2022-05-02,2023-05-02,Active,Broker
P01656,C0296,Property,6450000,2022-06-23,2023-06-23,Active,Direct
P01657,C0286,Health,7550000,2023-11-14,2024-11-13,Active,Agency
P01658,C0773,Life,6850000,2023-06-05,2024-06-04,Active,Agency
P01659,C0551,Travel,1850000,2023-07-07,2024-07-06,Active,Agency
P01660,C0379,Property,13150000,2022-01-27,2023-01-27,Active,Digital
P01661,C0534,Travel,1150000,2023-04-01,2024-03-31,Active,Broker
P01662,C0724,Motor,4700000,2024-01-04,2025-01-03,Active,Broker
P01663,C0886,Property,9450000,2022-03-30,2023-03-30,Active,Digital
P01664,C0081,Health,7800000,2024-04-02,2025-04-02,Active,Agency
P01665,C0283,Motor,2050000,2022-12-10,2023-12-10,Lapsed,Direct
P01666,C0914,Health,6250000,2022-11-19,2023-11-19,Active,Broker
P01667,C0534,Health,7600000,2024-03-24,2025-03-24,Active,Bancassurance
P01668,C0642,Travel,1500000,2024-06-17,2025-06-17,Active,Agency
P01669,C0894,Life,3950000,2023-01-21,2024-01-21,Active,Bancassurance
P01670,C0834,Motor,3150000,2023-05-12,2024-05-11,Active,Broker
P01671,C0897,Motor,1950000,2023-10-13,2024-10-12,Active,Direct
P01672,C0503,Life,3000000,2022-03-10,2023-03-10,Expired,Direct
P01673,C0429,Life,7950000,2022-02-09,2023-02-09,Active,Direct
P01674,C0654,Property,10950000,2022-08-29,2023-08-29,Active,Broker
P01675,C0899,Travel,1500000,2022-07-04,2023-07-04,Active,Bancassurance
P01676,C0816,Motor,3850000,2023-05-17,2024-05-16,Lapsed,Direct
P01677,C0099,Motor,3400000,2022-10-30,2023-10-30,Active,Agency
P01678,C0334,Motor,2950000,2023-04-03,2024-04-02,Active,Broker
P01679,C0677,Health,3050000,2022-11-23,2023-11-23,Active,Digital
P01680,C0904,Property,11750000,2024-03-03,2025-03-03,Lapsed,Broker
P01681,C0030,Travel,1100000,2022-08-29,2023-08-29,Active,Digital
P01682,C0802,Travel,800000,2024-05-21,2025-05-21,Lapsed,Agency
P01683,C0692,Travel,1650000,2022-09-25,2023-09-25,Active,Broker
P01684,C0409,Property,12900000,2023-03-12,2024-03-11,Active,Agency
P01685,C0348,Motor,3200000,2022-08-13,2023-08-13,Active,Digital
P01686,C0897,Property,8500000,2023-08-10,2024-08-09,Active,Direct
P01687,C0971,Life,8450000,2022-04-23,2023-04-23,Expired,Direct
P01688,C0021,Motor,1950000,2023-07-07,2024-07-06,Active,Broker
P01689,C0935,Health,6700000,2022-12-08,2023-12-08,Active,Direct
P01690,C0216,Health,5950000,2023-06-16,2024-06-15,Active,Direct
P01691,C0549,Life,9900000,2024-05-08,2025-05-08,Lapsed,Bancassurance
P01692,C0340,Motor,4300000,2023-01-18,2024-01-18,Lapsed,Bancassurance
P01693,C0037,Travel,1600000,2022-01-14,2023-01-14,Active,Direct
P01694,C0497,Health,5000000,2024-03-21,2025-03-21,Active,Bancassurance
P01695,C0647,Motor,2550000,2022-08-24,2023-08-24,Active,Agency
P01696,C0803,Motor,4100000,2024-04-12,2025-04-12,Lapsed,Broker
P01697,C0277,Life,8750000,2024-06-16,2025-06-16,Active,Agency
P01698,C0781,Health,5050000,2023-12-22,2024-12-21,Lapsed,Agency
P01699,C0620,Health,6450000,2023-07-09,2024-07-08,Active,Agency
P01700,C0852,Travel,1700000,2022-07-18,2023-07-18,Expired,Digital
P01701,C0024,Motor,3000000,2024-02-01,2025-01-31,Active,Digital
P01702,C0993,Property,6250000,2022-09-28,2023-09-28,Expired,Broker
P01703,C0228,Property,7200000,2022-04-06,2023-04-06,Lapsed,Direct
P01704,C0547,Motor,3200000,2023-12-21,2024-12-20,Expired,Bancassurance
P01705,C0746,Property,4200000,2023-05-24,2024-05-23,Lapsed,Digital
P01706,C0230,Travel,1550000,2023-04-09,2024-04-08,Expired,Agency
P01707,C0379,Property,12500000,2023-04-03,2024-04-02,Lapsed,Direct
P01708,C0148,Health,5850000,2022-12-07,2023-12-07,Active,Agency
P01709,C0965,Travel,750000,2024-06-04,2025-06-04,Lapsed,Direct
P01710,C0632,Life,3600000,2023-02-17,2024-02-17,Lapsed,Direct
P01711,C0786,Travel,1650000,2022-03-02,2023-03-02,Lapsed,Digital
P01712,C0855,Property,7450000,2022-12-12,2023-12-12,Active,Agency
P01713,C0417,Motor,3900000,2023-09-06,2024-09-05,Active,Digital
P01714,C0501,Life,8300000,2024-03-24,2025-03-24,Expired,Broker
P01715,C0330,Motor,4850000,2022-08-30,2023-08-30,Lapsed,Broker
P01716,C0751,Travel,1350000,2024-01-28,2025-01-27,Active,Agency
P01717,C0131,Property,11700000,2023-01-20,2024-01-20,Active,Bancassurance
P01718,C0203,Travel,1600000,2022-06-20,2023-06-20,Lapsed,Agency
P01719,C0175,Health,7300000,2023-05-23,2024-05-22,Expired,Broker
P01720,C0429,Life,8250000,2023-07-15,2024-07-14,Lapsed,Agency
P01721,C0738,Motor,1900000,2022-10-29,2023-10-29,Active,Direct
P01722,C0578,Motor,3650000,2023-01-16,2024-01-16,Active,Bancassurance
P01723,C0823,Motor,3350000,2022-07-29,2023-07-29,Expired,Digital
P01724,C0474,Travel,1400000,2023-04-29,2024-04-28,Active,Digital
P01725,C0850,Life,4150000,2024-01-03,2025-01-02,Lapsed,Agency
P01726,C0482,Motor,2950000,2022-06-03,2023-06-03,Active,Agency
P01727,C0711,Motor,3950000,2022-07-24,2023-07-24,Active,Direct
P01728,C0640,Property,7650000,2022-03-04,2023-03-04,Lapsed,Direct
P01729,C0573,Life,3450000,2023-10-14,2024-10-13,Active,Digital
P01730,C0292,Health,7550000,2022-10-09,2023-10-09,Lapsed,Direct
P01731,C0413,Motor,2800000,2024-02-25,2025-02-24,Active,Direct
P01732,C0080,Travel,1450000,2022-07-27,2023-07-27,Expired,Bancassurance
P01733,C0183,Health,6400000,2022-10-14,2023-10-14,Active,Direct
P01734,C0602,Health,2750000,2023-06-19,2024-06-18,Lapsed,Digital
P01735,C0620,Travel,1650000,2023-08-30,2024-08-29,Active,Direct
P01736,C0803,Property,6300000,2022-01-03,2023-01-03,Active,Bancassurance
P01737,C0151,Health,7600000,2023-09-22,2024-09-21,Active,Bancassurance
P01738,C0080,Property,13600000,2022-11-28,2023-11-28,Active,Bancassurance
P01739,C0681,Travel,1700000,2023-03-12,2024-03-11,Lapsed,Digital
P01740,C0247,Motor,3250000,2022-05-01,2023-05-01,Expired,Broker
P01741,C0486,Property,12500000,2023-12-25,2024-12-24,Active,Digital
P01742,C0905,Travel,1000000,2022-03-22,2023-03-22,Expired,Bancassurance
P01743,C0285,Life,9600000,2024-05-03,2025-05-03,Active,Broker
P01744,C0808,Travel,1150000,2023-12-13,2024-12-12,Active,Agency
P01745,C0357,Travel,1850000,2023-10-30,2024-10-29,Active,Agency
P01746,C0687,Motor,4500000,2024-02-29,2025-02-28,Active,Broker
P01747,C0943,Life,7300000,2024-06-16,2025-06-16,Active,Broker
P01748,C0011,Motor,2150000,2024-02-05,2025-02-04,Active,Broker
P01749,C0601,Motor,3350000,2022-01-06,2023-01-06,Active,Digital
P01750,C0515,Health,7450000,2022-09-17,2023-09-17,Active,Direct
P01751,C0658,Motor,1600000,2022-10-09,2023-10-09,Lapsed,Broker
P01752,C0260,Health,7950000,2023-12-23,2024-12-22,Active,Agency
P01753,C0736,Travel,1750000,2024-06-02,2025-06-02,Lapsed,Direct
P01754,C0768,Property,9400000,2023-04-30,2024-04-29,Expired,Agency
P01755,C0916,Health,4200000,2023-09-20,2024-09-19,Active,Bancassurance
P01756,C0867,Life,3600000,2024-05-04,2025-05-04,Active,Agency
P01757,C0322,Property,11000000,2022-03-05,2023-03-05,Active,Direct
P01758,C0671,Motor,4950000,2022-07-18,2023-07-18,Expired,Agency
P01759,C0922,Motor,4450000,2024-05-18,2025-05-18,Active,Bancassurance
P01760,C0529,Travel,1600000,2023-01-11,2024-01-11,Active,Broker
P01761,C0063,Property,13200000,2023-11-17,2024-11-16,Active,Bancassurance
P01762,C0086,Travel,700000,2022-10-01,2023-10-01,Active,Broker
P01763,C0706,Health,3650000,2022-07-23,2023-07-23,Expired,Broker
P01764,C0858,Life,7450000,2024-05-12,2025-05-12,Active,Digital
P01765,C0350,Motor,3450000,2022-05-01,2023-05-01,Lapsed,Direct
P01766,C0091,Health,5400000,2023-04-20,2024-04-19,Active,Agency
P01767,C0326,Life,8100000,2022-07-10,2023-07-10,Expired,Agency
P01768,C0654,Life,8500000,2022-08-11,2023-08-11,Active,Broker
P01769,C0316,Health,7250000,2022-09-10,2023-09-10,Active,Bancassurance
P01770,C0294,Motor,1700000,2023-12-24,2024-12-23,Active,Digital
P01771,C0232,Life,6950000,2023-02-28,2024-02-28,Active,Digital
P01772,C0266,Life,4250000,2022-10-30,2023-10-30,Lapsed,Digital
P01773,C0373,Health,4950000,2023-08-16,2024-08-15,Active,Direct
P01774,C0852,Property,13100000,2023-12-05,2024-12-04,Active,Agency
P01775,C0583,Travel,1100000,2023-07-05,2024-07-04,Active,Broker
P01776,C0816,Motor,3750000,2023-11-30,2024-11-29,Active,Bancassurance
P01777,C0565,Motor,3950000,2023-05-31,2024-05-30,Active,Agency
P01778,C0224,Travel,1650000,2022-09-22,2023-09-22,Lapsed,Digital
P01779,C0675,Health,7550000,2023-06-14,2024-06-13,Active,Broker
P01780,C0382,Life,6250000,2022-11-27,2023-11-27,Expired,Broker
P01781,C0719,Travel,1850000,2022-11-27,2023-11-27,Active,Digital
P01782,C0343,Health,2950000,2023-05-02,2024-05-01,Active,Agency
P01783,C0167,Life,9400000,2022-11-10,2023-11-10,Lapsed,Direct
P01784,C0829,Life,8250000,2023-03-26,2024-03-25,Expired,Broker
P01785,C0749,Travel,1350000,2023-03-22,2024-03-21,Lapsed,Broker
P01786,C0616,Life,4750000,2023-01-18,2024-01-18,Active,Broker
P01787,C0240,Property,7300000,2024-06-17,2025-06-17,Expired,Agency
P01788,C0977,Property,8700000,2022-10-03,2023-10-03,Expired,Broker
P01789,C0171,Travel,550000,2023-06-09,2024-06-08,Active,Direct
P01790,C0770,Travel,800000,2023-08-05,2024-08-04,Active,Bancassurance
P01791,C0994,Motor,4250000,2022-02-25,2023-02-25,Active,Digital
P01792,C0406,Life,8600000,2023-04-15,2024-04-14,Active,Broker
P01793,C0905,Health,5950000,2022-07-25,2023-07-25,Active,Digital
P01794,C0879,Motor,1800000,2022-08-30,2023-08-30,Active,Broker
P01795,C0702,Health,6350000,2022-06-07,2023-06-07,Expired,Digital
P01796,C0103,Health,4850000,2022-12-19,2023-12-19,Lapsed,Direct
P01797,C0685,Property,11700000,2023-04-29,2024-04-28,Lapsed,Broker
P01798,C0397,Life,8350000,2022-04-09,2023-04-09,Active,Digital
P01799,C0920,Life,5800000,2022-12-01,2023-12-01,Active,Broker
P01800,C0356,Travel,1100000,2022-03-15,2023-03-15,Lapsed,Direct
P01801,C0183,Health,3350000,2023-09-16,2024-09-15,Active,Digital
P01802,C0002,Motor,2700000,2024-04-22,2025-04-22,Expired,Direct
P01803,C0236,Property,14050000,2023-10-24,2024-10-23,Active,Broker
P01804,C0446,Life,3300000,2022-11-06,2023-11-06,Active,Digital
P01805,C0155,Property,11200000,2023-03-12,2024-03-11,Active,Digital
P01806,C0036,Property,11450000,2023-05-08,2024-05-07,Active,Broker
P01807,C0530,Life,4150000,2023-11-30,2024-11-29,Active,Broker
P01808,C0104,Health,4100000,2024-01-21,2025-01-20,Lapsed,Agency
P01809,C0520,Life,5250000,2023-08-12,2024-08-11,Lapsed,Broker
P01810,C0412,Health,4900000,2023-11-18,2024-11-17,Lapsed,Agency
P01811,C0650,Motor,3000000,2024-01-30,2025-01-29,Active,Direct
P01812,C0485,Property,9500000,2024-03-10,2025-03-10,Active,Direct
P01813,C0435,Motor,1900000,2022-07-03,2023-07-03,Expired,Broker
P01814,C0971,Health,2900000,2022-12-12,2023-12-12,Expired,Digital
P01815,C0746,Life,6600000,2023-09-22,2024-09-21,Lapsed,Broker
P01816,C0125,Health,4800000,2022-02-10,2023-02-10,Lapsed,Broker
P01817,C0703,Motor,1700000,2023-09-06,2024-09-05,Active,Digital
P01818,C0786,Property,7700000,2022-10-31,2023-10-31,Active,Direct
P01819,C0428,Motor,2150000,2023-01-01,2024-01-01,Active,Broker
P01820,C0611,Motor,2550000,2022-02-06,2023-02-06,Active,Digital
P01821,C0255,Health,5200000,2023-02-10,2024-02-10,Active,Agency
P01822,C0149,Travel,650000,2024-01-15,2025-01-14,Lapsed,Broker
P01823,C0706,Motor,2700000,2023-04-15,2024-04-14,Expired,Bancassurance
P01824,C0079,Travel,1350000,2022-02-11,2023-02-11,Active,Digital
P01825,C0654,Health,2900000,2024-01-12,2025-01-11,Active,Broker
P01826,C0346,Travel,1950000,2022-03-22,2023-03-22,Active,Broker
P01827,C0264,Property,4250000,2024-02-04,2025-02-03,Active,Broker
P01828,C0268,Health,6750000,2023-08-08,2024-08-07,Active,Direct
P01829,C0250,Travel,1300000,2024-03-23,2025-03-23,Active,Digital
P01830,C0958,Travel,1200000,2024-02-18,2025-02-17,Lapsed,Digital
P01831,C0047,Life,4950000,2023-11-19,2024-11-18,Expired,Broker
P01832,C0006,Life,7750000,2022-10-07,2023-10-07,Lapsed,Bancassurance
P01833,C0133,Health,6700000,2023-11-04,2024-11-03,Active,Digital
P01834,C0326,Property,10600000,2023-10-13,2024-10-12,Active,Bancassurance
P01835,C0227,Life,3150000,2022-11-29,2023-11-29,Active,Direct
P01836,C0847,Motor,4050000,2023-09-16,2024-09-15,Lapsed,Direct
P01837,C0555,Property,11000000,2022-12-03,2023-12-03,Lapsed,Broker
P01838,C0328,Travel,500000,2022-12-15,2023-12-15,Active,Broker
P01839,C0511,Life,6250000,2024-01-31,2025-01-30,Active,Direct
P01840,C0413,Life,7700000,2022-09-19,2023-09-19,Active,Direct
P01841,C0354,Health,5800000,2023-07-29,2024-07-28,Active,Bancassurance
P01842,C0769,Travel,1050000,2022-10-26,2023-10-26,Active,Broker
P01843,C0599,Property,4350000,2023-10-02,2024-10-01,Active,Direct
P01844,C0784,Motor,3500000,2023-03-02,2024-03-01,Active,Digital
P01845,C0385,Travel,1600000,2022-08-29,2023-08-29,Expired,Bancassurance
P01846,C0127,Property,10700000,2024-05-20,2025-05-20,Active,Broker
P01847,C0585,Life,4500000,2022-04-24,2023-04-24,Active,Bancassurance
P01848,C0411,Life,8350000,2024-01-23,2025-01-22,Expired,Broker
P01849,C0923,Motor,4150000,2023-03-05,2024-03-04,Expired,Digital
P01850,C0109,Motor,4200000,2023-10-08,2024-10-07,Active,Direct
P01851,C0880,Travel,1300000,2022-08-19,2023-08-19,Lapsed,Broker
P01852,C0161,Property,7150000,2023-04-06,2024-04-05,Active,Broker
P01853,C0343,Motor,1500000,2024-04-29,2025-04-29,Lapsed,Bancassurance
P01854,C0429,Health,4300000,2023-10-31,2024-10-30,Lapsed,Broker
P01855,C0230,Life,7450000,2023-09-26,2024-09-25,Active,Direct
P01856,C0614,Travel,1250000,2022-03-24,2023-03-24,Expired,Broker
P01857,C0171,Health,3950000,2022-09-13,2023-09-13,Expired,Broker
P01858,C0761,Health,7700000,2022-01-24,2023-01-24,Expired,Broker
P01859,C0871,Travel,1250000,2022-07-17,2023-07-17,Active,Broker
P01860,C0180,Motor,4050000,2022-09-03,2023-09-03,Lapsed,Bancassurance
P01861,C0916,Motor,1950000,2022-03-08,2023-03-08,Active,Bancassurance
P01862,C0701,Travel,1200000,2022-09-08,2023-09-08,Expired,Broker
P01863,C0513,Life,8600000,2023-04-18,2024-04-17,Active,Direct
P01864,C0251,Motor,4550000,2022-06-13,2023-06-13,Lapsed,Agency
P01865,C0694,Health,6500000,2023-11-30,2024-11-29,Lapsed,Direct
P01866,C0802,Property,13500000,2022-03-14,2023-03-14,Lapsed,Digital
P01867,C0622,Travel,700000,2024-03-06,2025-03-06,Expired,Agency
P01868,C0062,Property,9300000,2024-01-14,2025-01-13,Active,Broker
P01869,C0950,Health,4200000,2024-01-04,2025-01-03,Expired,Broker
P01870,C0150,Property,12650000,2022-04-17,2023-04-17,Active,Direct
P01871,C0423,Health,6350000,2023-01-11,2024-01-11,Active,Bancassurance
P01872,C0271,Life,8550000,2022-08-04,2023-08-04,Active,Digital
P01873,C0504,Health,4750000,2023-12-28,2024-12-27,Active,Digital
P01874,C0339,Motor,2550000,2023-04-01,2024-03-31,Lapsed,Digital
P01875,C0780,Travel,900000,2022-02-06,2023-02-06,Active,Bancassurance
P01876,C0902,Travel,950000,2022-08-15,2023-08-15,Active,Direct
P01877,C0968,Motor,4000000,2022-11-11,2023-11-11,Active,Direct
P01878,C0690,Motor,3150000,2023-03-27,2024-03-26,Active,Bancassurance
P01879,C0880,Life,4050000,2022-10-27,2023-10-27,Lapsed,Digital
P01880,C0598,Life,3200000,2022-08-05,2023-08-05,Active,Bancassurance
P01881,C0739,Travel,500000,2023-01-08,2024-01-08,Expired,Direct
P01882,C0996,Property,9250000,2022-06-24,2023-06-24,Active,Bancassurance
P01883,C0536,Travel,1800000,2022-11-18,2023-11-18,Active,Broker
P01884,C0538,Property,11150000,2024-06-10,2025-06-10,Lapsed,Bancassurance
P01885,C0685,Property,13850000,2022-01-15,2023-01-15,Active,Digital
P01886,C0154,Life,5150000,2022-08-18,2023-08-18,Active,Direct
P01887,C0511,Health,5900000,2023-01-01,2024-01-01,Lapsed,Direct
P01888,C0839,Health,7050000,2024-05-16,2025-05-16,Expired,Bancassurance
P01889,C0409,Life,5550000,2022-02-03,2023-02-03,Active,Digital
P01890,C0985,Travel,600000,2023-07-21,2024-07-20,Expired,Direct
P01891,C0458,Health,7800000,2022-02-27,2023-02-27,Expired,Direct
P01892,C0758,Life,4700000,2024-03-27,2025-03-27,Active,Bancassurance
P01893,C0182,Life,7850000,2023-04-13,2024-04-12,Active,Direct
P01894,C0761,Motor,3450000,2022-04-04,2023-04-04,Active,Agency
P01895,C0213,Life,6650000,2022-03-04,2023-03-04,Active,Bancassurance
P01896,C0476,Travel,1650000,2023-05-04,2024-05-03,Active,Direct
P01897,C0075,Health,3900000,2023-10-12,2024-10-11,Active,Broker
P01898,C0203,Health,4650000,2023-05-03,2024-05-02,Active,Direct
P01899,C0308,Travel,800000,2023-05-14,2024-05-13,Expired,Agency
P01900,C0738,Travel,1150000,2022-04-25,2023-04-25,Lapsed,Bancassurance
P01901,C0774,Travel,1700000,2023-09-22,2024-09-21,Lapsed,Agency
P01902,C0278,Motor,4150000,2023-09-08,2024-09-07,Lapsed,Bancassurance
